,labels,predicted_labels,tokens
220,0,0,spielten
221,0,0,–
222,0,0,im
223,0,0,Gegensatz
224,0,0,zur
225,0,0,weit
226,0,0,verbreiteten
227,0,0,Meinung
228,0,0,–
229,0,0,beim
230,0,0,Bau
231,0,0,der
232,0,0,Atom
233,0,0,##bom
234,0,0,##be
235,0,0,und
236,0,0,der
237,0,0,Entwicklung
238,0,0,der
239,0,0,Kern
240,0,0,##energie
241,0,0,nur
242,0,0,eine
243,0,0,indirekt
244,0,0,##e
245,0,0,Rolle
246,0,0,.
247,0,0,[
248,0,0,3
249,0,0,]
250,0,0,""""
251,0,0,""""
252,0,0,Albert
253,0,0,Einst
254,0,0,##ein
255,0,0,gilt
256,0,0,als
257,0,0,In
258,0,0,##begriff
259,0,0,des
260,0,0,Forscher
261,0,0,##s
262,0,0,und
263,0,0,Gen
264,0,0,##ies
265,0,0,.
266,0,0,Er
267,0,0,nutzte
268,0,0,seine
269,0,0,außerordentlich
270,0,0,##e
271,0,0,Bekanntheit
272,0,0,auch
273,0,0,außerhalb
274,0,0,der
275,0,0,natur
276,0,0,##wissenschaft
277,0,0,##lichen
278,0,0,Fach
279,0,0,##welt
280,0,0,bei
281,0,0,seinem
282,0,0,Einsatz
283,0,0,für
284,0,0,Völker
285,0,0,##verständ
286,0,0,##igung
287,0,0,","
288,0,0,Frieden
289,0,0,und
290,0,0,Sozial
291,0,0,##ismus
292,0,0,.
293,0,0,[
294,0,0,4
295,0,0,]
296,0,0,""""
297,0,0,""""
298,0,0,Einst
299,0,0,##ein
300,0,0,wird
301,0,0,wahl
302,0,0,##weise
303,0,0,als
304,0,0,Deutscher
305,0,0,","
306,0,0,Schweizer
307,0,0,oder
308,0,0,US
309,0,0,-
310,0,0,Amerikaner
311,0,0,bezeichnet
312,0,0,.
313,0,0,Im
314,0,0,Laufe
315,0,0,seines
316,0,0,Lebens
317,0,0,war
318,0,0,Einst
319,0,0,##ein
320,0,0,Staatsbürger
321,0,0,mehrerer
322,0,0,Länder
323,0,0,:
324,0,0,Durch
325,0,0,Geburt
326,0,0,besaß
327,0,0,er
328,0,0,–
329,0,0,wie
330,0,0,seine
331,0,0,Eltern
332,0,0,–
333,0,0,die
334,0,0,wür
335,0,0,##ttemberg
336,0,0,##ische
337,0,0,Staatsbürger
338,0,0,##schaft
339,0,0,.
340,0,0,Von
341,0,0,1896
342,0,0,bis
343,0,0,1901
344,0,0,war
345,0,0,er
346,0,0,staaten
347,0,0,##los
348,0,0,","
349,0,0,weil
350,0,0,er
351,0,0,in
352,0,0,Deutschland
353,0,0,keinen
354,0,0,Militär
355,0,0,##dienst
356,0,0,leisten
357,0,0,wollte
358,0,0,.
359,0,0,Ab
360,0,0,1901
361,0,0,war
362,0,0,er
363,0,0,bis
364,0,0,zu
365,0,0,seinem
366,0,0,Tode
367,0,0,Staatsbürger
368,0,0,der
369,0,0,Schweiz
370,0,0,","
371,0,0,1911
372,0,0,/
373,0,0,1912
374,0,0,war
375,0,0,er
376,0,0,in
377,0,0,Österreich
378,0,0,-
379,0,0,Ungarn
380,0,0,auch
381,0,0,Bürger
382,0,0,Österreichs
383,0,0,.
384,0,0,Von
385,0,0,1914
386,0,0,bis
387,0,0,1932
388,0,0,lebte
389,0,0,Einst
390,0,0,##ein
391,0,0,in
392,0,0,Berlin
393,0,0,und
394,0,0,war
395,0,0,als
396,0,0,Bürger
397,0,0,Preußen
398,0,0,##s
399,0,0,erneut
400,0,0,Staatsangehör
401,0,0,##iger
402,0,0,im
403,0,0,Deutschen
404,0,0,Reich
405,0,0,.
406,0,0,Mit
407,0,0,der
408,0,0,Macht
409,0,0,##erg
410,0,0,##reif
411,0,0,##ung
412,0,0,Hitler
413,0,0,##s
414,0,0,gab
415,0,0,er
416,0,0,1933
417,0,0,den
418,0,0,deutschen
419,0,0,Pass
420,0,0,endgültig
421,0,0,ab
422,0,0,und
423,0,0,wurde
424,0,0,1934
425,0,0,vom
426,0,0,Deutschen
427,0,0,Reich
428,0,0,straf
429,0,0,##aus
430,0,0,##geb
431,0,0,##ürger
432,0,0,##t
433,0,0,.
434,0,0,Zusätzlich
435,0,0,zu
436,0,0,seinem
437,0,0,Schweizer
438,0,0,Bürger
439,0,0,##recht
440,0,0,erwarb
441,0,0,er
442,0,0,1940
443,0,0,noch
444,0,0,die
445,0,0,Staatsbürger
446,0,0,##schaft
447,0,0,der
448,0,0,Vereinigten
449,0,0,Staaten
450,0,0,.
451,0,0,""""
452,0,0,""""
453,0,0,Während
454,0,0,seines
455,0,0,76
456,0,0,-
457,0,0,jähr
458,0,0,##igen
459,0,0,Lebens
460,0,0,besaß
461,0,0,Einst
462,0,0,##ein
463,0,0,somit
464,0,0,54
465,0,0,Jahre
466,0,0,lang
467,0,0,die
468,0,0,Schweizer
469,0,0,Staatsbürger
470,0,0,##schaft
471,0,0,(
472,0,0,1901
473,0,0,–
474,0,0,1955
475,0,0,)
476,0,0,","
477,0,0,36
478,0,0,Jahre
479,0,0,eine
480,0,0,deutsche
481,0,0,Staatsangehör
482,0,0,##igkeit
483,0,0,(
484,0,0,1879
485,0,0,–
486,0,0,1896
487,0,0,Württemberg
488,0,0,","
489,0,0,1914
490,0,0,–
491,0,0,1933
492,0,0,Preußen
493,0,0,)
494,0,0,","
495,0,0,15
496,0,0,Jahre
497,0,0,jene
498,0,0,der
499,0,0,USA
500,0,0,(
501,0,0,1940
502,0,0,–
503,0,0,1955
504,0,0,)
505,0,0,und
506,0,0,2
507,0,0,Jahre
508,0,0,die
509,0,0,##jenige
510,0,0,von
511,-100,0,[SEP]
