,labels,predicted_labels,tokens
226,0,0,1963
227,0,0,–
228,0,0,1970
229,0,0,Vorstand
230,0,0,des
231,0,0,dortigen
232,0,0,Nie
233,0,0,##ls
234,0,0,-
235,0,0,Bohr
236,0,0,-
237,0,0,Instituts
238,0,0,(
239,0,0,N
240,0,0,##BI
241,0,0,)
242,0,0,und
243,0,0,1975
244,0,0,–
245,0,0,1981
246,0,0,Direktor
247,0,0,der
248,0,0,Nord
249,0,0,##ita
250,0,0,","
251,0,0,des
252,0,0,Nord
253,0,0,##ischen
254,0,0,Instituts
255,0,0,für
256,0,0,Theo
257,0,0,##ret
258,0,0,##ische
259,0,0,Atom
260,0,0,##physik
261,0,0,","
262,0,0,das
263,0,0,1957
264,0,0,gegründet
265,0,0,wurde
266,0,0,und
267,0,0,eng
268,0,0,mit
269,0,0,dem
270,0,0,N
271,0,0,##BI
272,0,0,zusammen
273,0,0,##arbeitet
274,0,0,.
275,0,0,""""
276,0,0,Er
277,0,0,erhielt
278,0,0,1975
279,0,0,zusammen
280,0,0,mit
281,0,0,Ben
282,0,0,R
283,0,0,.
284,0,0,Mot
285,0,0,##tels
286,0,0,##on
287,0,0,und
288,0,0,James
289,0,0,Rain
290,0,0,##wa
291,0,0,##ter
292,0,0,den
293,0,0,Physik
294,0,0,-
295,0,0,Nobel
296,0,0,##preis
297,0,0,„
298,0,0,für
299,0,0,die
300,0,0,Entdeckung
301,0,0,der
302,0,0,Verbindung
303,0,0,zwischen
304,0,0,kolle
305,0,0,##ktiver
306,0,0,und
307,0,0,Teilchen
308,0,0,-
309,0,0,Bewegung
310,0,0,in
311,0,0,Atom
312,0,0,##kern
313,0,0,##en
314,0,0,und
315,0,0,die
316,0,0,Entwicklung
317,0,0,der
318,0,0,Theorie
319,0,0,von
320,0,0,der
321,0,0,Struktur
322,0,0,der
323,0,0,Atom
324,0,0,##kern
325,0,0,##e
326,0,0,basierend
327,0,0,auf
328,0,0,dieser
329,0,0,Verbindung
330,0,0,“
331,0,0,.
332,0,0,""""
333,0,0,Mit
334,0,0,seinem
335,0,0,langjährigen
336,0,0,Kollegen
337,0,0,Ben
338,0,0,Mot
339,0,0,##tels
340,0,0,##on
341,0,0,entwickelte
342,0,0,er
343,0,0,ein
344,0,0,Modell
345,0,0,kolle
346,0,0,##ktiver
347,0,0,Anregungen
348,0,0,in
349,0,0,Atom
350,0,0,##kern
351,0,0,##en
352,0,0,als
353,0,0,gemeinsames
354,0,0,(
355,0,0,oft
356,0,0,de
357,0,0,##form
358,0,0,##iertes
359,0,0,","
360,0,0,das
361,0,0,heißt
362,0,0,nicht
363,0,0,mehr
364,0,0,sp
365,0,0,##hä
366,0,0,##ris
367,0,0,##ch
368,0,0,sy
369,0,0,##mmetr
370,0,0,##isches
371,0,0,)
372,0,0,Potential
373,0,0,der
374,0,0,Nukle
375,0,0,##onen
376,0,0,mit
377,0,0,eigenen
378,0,0,Rot
379,0,0,##ations
380,0,0,-
381,0,0,und
382,0,0,Vi
383,0,0,##bra
384,0,0,##tions
385,0,0,##zus
386,0,0,##tä
387,0,0,##nde
388,0,0,##n
389,0,0,.
390,0,0,Sie
391,0,0,untersuchten
392,0,0,u
393,0,0,.
394,0,2,a
395,0,0,.
396,0,0,die
397,0,0,Wechsel
398,0,0,##wirkung
399,0,0,von
400,0,0,kolle
401,0,0,##ktiven
402,0,0,und
403,0,0,Eint
404,0,0,##eil
405,0,0,##chen
406,0,0,-
407,0,0,Anregungen
408,0,0,z
409,0,0,.
410,0,0,B
411,0,0,.
412,0,0,in
413,0,0,schweren
414,0,0,Blei
415,0,0,##kern
416,0,0,##en
417,0,0,(
418,0,0,nahe
419,0,0,den
420,0,0,stabile
421,0,0,##n
422,0,0,mag
423,0,0,##ischen
424,0,0,Zahlen
425,0,0,des
426,0,0,Schale
427,0,0,##nm
428,0,0,##ode
429,0,0,##lls
430,0,0,)
431,0,0,und
432,0,0,wandte
433,0,0,##n
434,0,0,als
435,0,0,eine
436,0,0,der
437,0,0,ersten
438,0,0,die
439,0,0,BC
440,0,0,##S
441,0,0,-
442,0,0,Theorie
443,0,0,der
444,0,0,Sup
445,0,0,##ral
446,0,0,##eitung
447,0,0,in
448,0,0,der
449,0,0,Kern
450,0,0,##physik
451,0,0,an
452,0,0,(
453,0,0,wie
454,0,0,auch
455,0,0,die
456,0,0,Russen
457,0,0,Ark
458,0,0,##adi
459,0,0,Mig
460,0,0,##dal
461,0,0,und
462,0,0,Spar
463,0,0,##ta
464,0,0,##k
465,0,0,Bel
466,0,0,##ja
467,0,0,##jew
468,0,0,)
469,0,0,.
470,0,0,""""
471,0,0,""""
472,0,0,Neben
473,0,0,dem
474,0,0,Nobel
475,0,0,##preis
476,0,0,erhielt
477,0,0,er
478,0,0,1960
479,0,0,den
480,0,0,Dann
481,0,0,##ie
482,0,0,-
483,0,0,Hein
484,0,0,##eman
485,0,0,-
486,0,0,Preis
487,0,0,","
488,0,0,1970
489,0,0,die
490,0,0,Ö
491,0,0,##rs
492,0,0,##ted
493,0,0,-
494,0,0,Medaille
495,0,0,und
496,0,0,1976
497,0,0,die
498,0,0,Ole
499,0,0,-
500,0,0,Römer
501,0,0,-
502,0,0,Medaille
503,0,0,.
504,0,0,Am
505,0,0,14
506,0,0,.
507,0,0,Mai
508,0,0,1969
509,0,0,wurde
510,0,0,ihm
511,-100,0,[SEP]
